customer_id,customer_name,customer_segment,loyalty_member,signup_date
CUST_001808,Jessica Hernandez,Corporate,0,2019-05-22
CUST_001809,Jessica Williams,Consumer,1,2019-10-28
CUST_001810,Christopher Martinez,Consumer,0,2020-01-10
CUST_001811,Michael Williams,Consumer,0,2022-12-19
CUST_001812,Sarah Anderson,Small Business,1,2020-12-16
CUST_001813,Michael Davis,Small Business,1,2022-08-15
CUST_001814,Barbara Hernandez,Corporate,0,2023-04-17
CUST_001815,Charles Hernandez,VIP Loyalty,1,2019-07-26
CUST_001816,Michael Brown,Small Business,0,2023-10-18
CUST_001817,Michael Jones,VIP Loyalty,1,2023-07-25
CUST_001818,Lisa Garcia,Consumer,0,2019-04-24
CUST_001819,Daniel Williams,Corporate,1,2022-01-10
CUST_001820,Thomas Garcia,Consumer,1,2022-05-23
CUST_001821,Jennifer Lopez,Consumer,0,2019-01-10
CUST_001822,Michael Gonzalez,Small Business,0,2020-06-06
CUST_001823,Richard Miller,VIP Loyalty,1,2020-01-13
CUST_001824,Christopher Lopez,Consumer,0,2020-04-02
CUST_001825,Robert Johnson,VIP Loyalty,1,2021-09-25
CUST_001826,David Garcia,Consumer,1,2023-04-16
CUST_001827,Nancy Garcia,Corporate,1,2020-07-20
CUST_001828,Richard Anderson,Corporate,0,2020-05-14
CUST_001829,Karen Rodriguez,Consumer,0,2021-08-28
CUST_001830,Elizabeth Rodriguez,Small Business,1,2019-02-10
CUST_001831,Christopher Brown,Corporate,0,2022-01-09
CUST_001832,Charles Gonzalez,Small Business,0,2023-08-16
CUST_001833,James Miller,Consumer,0,2023-07-19
CUST_001834,James Rodriguez,Consumer,0,2021-08-28
CUST_001835,Elizabeth Rodriguez,Small Business,0,2019-07-20
CUST_001836,Jessica Jones,Consumer,0,2023-06-28
CUST_001837,Robert Smith,Consumer,0,2023-08-05
CUST_001838,Sarah Garcia,Consumer,0,2023-06-15
CUST_001839,Michael Wilson,Corporate,1,2023-12-11
CUST_001840,Richard Anderson,Consumer,0,2023-11-20
CUST_001841,Elizabeth Gonzalez,Corporate,0,2022-10-13
CUST_001842,Barbara Anderson,VIP Loyalty,1,2021-06-21
CUST_001843,Richard Lopez,VIP Loyalty,1,2020-05-25
CUST_001844,Mary Miller,VIP Loyalty,1,2022-03-11
CUST_001845,Jessica Smith,Consumer,0,2019-07-16
CUST_001846,John Gonzalez,Consumer,1,2022-12-18
CUST_001847,Robert Miller,Consumer,0,2022-08-19
CUST_001848,Joseph Smith,VIP Loyalty,1,2020-02-02
CUST_001849,Robert Gonzalez,Corporate,1,2020-05-18
CUST_001850,Christopher Martinez,Small Business,1,2022-05-27
CUST_001851,Barbara Martinez,Corporate,0,2019-11-15
CUST_001852,Sarah Smith,Consumer,1,2022-06-22
CUST_001853,Elizabeth Johnson,Consumer,1,2021-10-21
CUST_001854,Jessica Garcia,Consumer,1,2023-02-26
CUST_001855,Nancy Lopez,Consumer,0,2023-10-02
CUST_001856,Linda Garcia,Corporate,0,2023-07-14
CUST_001857,Christopher Wilson,Consumer,1,2022-09-04
CUST_001858,Michael Davis,Consumer,1,2023-09-05
CUST_001859,Joseph Johnson,Consumer,1,2020-08-17
CUST_001860,Richard Davis,Consumer,0,2021-01-02
CUST_001861,Thomas Jones,Corporate,0,2019-08-07
CUST_001862,Christopher Wilson,Consumer,0,2023-05-03
CUST_001863,John Williams,Consumer,0,2021-04-13
CUST_001864,Linda Williams,Small Business,0,2020-11-13
CUST_001865,Daniel Martinez,Consumer,0,2023-10-19
CUST_001866,Linda Johnson,Corporate,1,2020-02-12
CUST_001867,Daniel Garcia,Consumer,0,2021-01-07
CUST_001868,Christopher Jones,Consumer,1,2020-05-24
CUST_001869,Joseph Martinez,Small Business,0,2021-02-06
CUST_001870,Christopher Rodriguez,Consumer,1,2019-08-22
CUST_001871,Thomas Wilson,Consumer,0,2019-12-22
CUST_001872,Charles Williams,Consumer,0,2021-10-22
CUST_001873,Christopher Brown,Consumer,0,2021-07-20
CUST_001874,Sarah Anderson,Consumer,1,2019-04-28
CUST_001875,Richard Williams,Consumer,1,2021-01-26
CUST_001876,Lisa Smith,Consumer,0,2020-05-26
CUST_001877,John Williams,Consumer,0,2021-01-08
CUST_001878,Joseph Smith,Consumer,0,2021-11-14
CUST_001879,Nancy Wilson,VIP Loyalty,1,2020-08-14
CUST_001880,Sarah Garcia,Small Business,1,2020-02-05
CUST_001881,Jennifer Jones,Corporate,1,2019-11-12
CUST_001882,Susan Gonzalez,Consumer,0,2023-08-14
CUST_001883,Robert Martinez,Consumer,0,2020-06-16
CUST_001884,Patricia Lopez,Consumer,0,2023-06-19
CUST_001885,Sarah Miller,Consumer,0,2021-08-06
CUST_001886,Patricia Lopez,Small Business,0,2020-06-14
CUST_001887,Richard Rodriguez,VIP Loyalty,1,2023-02-04
CUST_001888,Mary Williams,Corporate,0,2022-03-10
CUST_001889,James Smith,Consumer,0,2019-11-23
CUST_001890,William Lopez,Corporate,0,2021-11-08
CUST_001891,Daniel Garcia,Corporate,1,2020-01-11
CUST_001892,Mary Rodriguez,Consumer,0,2020-08-14
CUST_001893,Michael Lopez,Consumer,0,2019-05-12
CUST_001894,William Martinez,Consumer,1,2020-04-09
CUST_001895,Patricia Jones,Consumer,0,2019-09-09
CUST_001896,Karen Gonzalez,Consumer,1,2019-04-06
CUST_001897,James Lopez,Corporate,0,2022-01-14
CUST_001898,William Wilson,VIP Loyalty,1,2020-09-04
CUST_001899,Elizabeth Williams,Corporate,0,2022-02-11
CUST_001900,Patricia Davis,Small Business,1,2021-10-05
CUST_001901,Daniel Miller,Consumer,0,2022-10-04
CUST_001902,Joseph Gonzalez,Corporate,0,2021-04-19
CUST_001903,Sarah Martinez,Consumer,0,2020-08-15
CUST_001904,Michael Lopez,Consumer,0,2023-04-14
CUST_001905,Richard Smith,Corporate,0,2021-10-14
CUST_001906,Karen Martinez,Corporate,1,2019-05-17
CUST_001907,William Miller,Consumer,0,2019-06-26
CUST_001908,Christopher Lopez,Consumer,0,2023-02-08
CUST_001909,Richard Miller,Consumer,0,2019-09-06
CUST_001910,Karen Martinez,Corporate,1,2023-08-07
CUST_001911,Richard Gonzalez,Consumer,1,2020-09-19
CUST_001912,Jennifer Garcia,Consumer,1,2019-12-26
CUST_001913,David Smith,Corporate,0,2020-06-22
CUST_001914,Robert Davis,Corporate,0,2022-07-16
CUST_001915,Daniel Gonzalez,Consumer,0,2021-12-18
CUST_001916,Jessica Brown,Consumer,0,2019-10-28
CUST_001917,William Gonzalez,Corporate,0,2021-12-21
CUST_001918,Jennifer Williams,Small Business,1,2022-08-23
CUST_001919,Thomas Garcia,Corporate,0,2020-02-14
CUST_001920,Nancy Lopez,Consumer,1,2020-05-17
CUST_001921,Linda Smith,Corporate,0,2021-12-02
CUST_001922,Joseph Smith,Small Business,0,2022-01-01
CUST_001923,Michael Johnson,Consumer,1,2020-09-13
CUST_001924,Jessica Miller,Small Business,0,2022-08-24
CUST_001925,Karen Gonzalez,Consumer,1,2023-04-22
CUST_001926,Mary Lopez,Consumer,0,2020-03-15
CUST_001927,Karen Martinez,Consumer,1,2020-10-23
CUST_001928,Robert Rodriguez,Consumer,0,2019-11-06
CUST_001929,Elizabeth Johnson,Consumer,0,2023-02-07
CUST_001930,Mary Gonzalez,Consumer,1,2020-11-27
CUST_001931,Mary Anderson,Consumer,0,2022-02-03
CUST_001932,Mary Jones,Consumer,0,2021-04-24
CUST_001933,Karen Miller,Consumer,0,2021-06-16
CUST_001934,John Anderson,Consumer,1,2019-03-17
CUST_001935,Elizabeth Anderson,Small Business,1,2019-08-25
CUST_001936,Sarah Rodriguez,Consumer,1,2022-02-05
CUST_001937,Jessica Wilson,Corporate,0,2019-06-17
CUST_001938,Charles Lopez,Consumer,0,2022-01-08
CUST_001939,Susan Hernandez,Consumer,0,2023-05-14
CUST_001940,Elizabeth Martinez,Corporate,0,2022-08-23
CUST_001941,Mary Hernandez,Consumer,0,2022-11-22
CUST_001942,Thomas Hernandez,Small Business,0,2019-10-28
CUST_001943,Charles Hernandez,Consumer,0,2023-08-06
CUST_001944,Thomas Lopez,Consumer,1,2021-11-14
CUST_001945,Linda Gonzalez,Consumer,0,2022-09-16
CUST_001946,Richard Brown,Corporate,0,2022-08-04
CUST_001947,Mary Martinez,Consumer,0,2020-03-17
CUST_001948,Robert Rodriguez,Corporate,1,2020-08-27
CUST_001949,Joseph Gonzalez,Corporate,0,2023-04-02
CUST_001950,John Anderson,Small Business,0,2020-06-06
CUST_001951,Susan Brown,VIP Loyalty,1,2022-02-27
CUST_001952,Michael Williams,Consumer,0,2019-12-15
CUST_001953,Lisa Anderson,Corporate,0,2019-02-20
CUST_001954,Charles Wilson,Consumer,1,2022-12-12
CUST_001955,William Hernandez,Small Business,0,2020-01-17
CUST_001956,Thomas Brown,Consumer,0,2020-08-13
CUST_001957,Daniel Rodriguez,Consumer,0,2022-07-09
CUST_001958,John Williams,Corporate,0,2023-03-23
CUST_001959,Joseph Hernandez,Corporate,1,2019-02-06
CUST_001960,Christopher Davis,Consumer,0,2021-08-02
CUST_001961,Susan Davis,Corporate,0,2020-08-09
CUST_001962,Daniel Brown,Consumer,0,2019-08-20
CUST_001963,Susan Davis,Consumer,1,2023-06-08
CUST_001964,Daniel Jones,Consumer,0,2022-02-27
CUST_001965,Lisa Rodriguez,Small Business,0,2023-06-16
CUST_001966,Karen Davis,Corporate,0,2022-06-16
CUST_001967,John Smith,Consumer,0,2023-07-18
CUST_001968,Barbara Williams,Consumer,0,2019-04-15
CUST_001969,James Johnson,Consumer,0,2020-03-09
CUST_001970,William Gonzalez,Consumer,1,2023-02-07
CUST_001971,David Davis,Consumer,0,2020-12-17
CUST_001972,Michael Garcia,Corporate,0,2021-04-25
CUST_001973,William Gonzalez,Corporate,1,2022-02-08
CUST_001974,Karen Jones,VIP Loyalty,1,2023-05-21
CUST_001975,Charles Miller,Consumer,0,2021-08-20
CUST_001976,Charles Martinez,Consumer,0,2021-07-15
CUST_001977,Lisa Gonzalez,Corporate,0,2020-07-06
CUST_001978,Robert Brown,Consumer,1,2020-03-05
CUST_001979,Lisa Gonzalez,Consumer,1,2023-02-09
CUST_001980,Thomas Hernandez,Corporate,0,2022-04-21
CUST_001981,Robert Davis,Small Business,0,2022-12-19
CUST_001982,Sarah Davis,Small Business,1,2022-10-12
CUST_001983,David Brown,Corporate,0,2019-04-10
CUST_001984,Robert Hernandez,VIP Loyalty,1,2020-02-21
CUST_001985,James Davis,Consumer,0,2022-09-02
CUST_001986,Daniel Davis,Small Business,1,2021-01-04
CUST_001987,Richard Miller,Consumer,0,2021-06-20
CUST_001988,John Lopez,Consumer,0,2020-12-28
CUST_001989,Elizabeth Williams,VIP Loyalty,1,2023-09-27
CUST_001990,Karen Smith,Small Business,0,2022-10-26
CUST_001991,Joseph Miller,VIP Loyalty,1,2022-09-13
CUST_001992,James Rodriguez,Corporate,1,2022-06-23
CUST_001993,David Anderson,Consumer,1,2022-06-02
CUST_001994,Christopher Williams,Corporate,0,2022-06-06
CUST_001995,Michael Anderson,Small Business,0,2021-06-26
CUST_001996,Mary Gonzalez,Corporate,0,2022-10-12
CUST_001997,Barbara Johnson,Consumer,0,2019-05-24
CUST_001998,Linda Hernandez,Consumer,0,2023-01-23
CUST_001999,Richard Garcia,Small Business,1,2019-06-26
CUST_002000,Michael Martinez,Consumer,1,2022-05-18
CUST_002001,Richard Davis,Consumer,1,2022-09-18
CUST_002002,Susan Garcia,Corporate,1,2020-09-25
CUST_002003,Patricia Smith,Consumer,0,2020-08-14
CUST_002004,Mary Brown,Consumer,1,2019-12-25
CUST_002005,John Jones,Corporate,0,2022-07-24
CUST_002006,Charles Miller,Corporate,0,2020-09-28
CUST_002007,Susan Brown,Corporate,0,2022-01-06
CUST_002008,William Anderson,Consumer,0,2021-02-04
CUST_002009,Charles Lopez,Consumer,0,2020-06-09
CUST_002010,David Jones,Consumer,0,2023-05-21
CUST_002011,Barbara Miller,Small Business,0,2020-05-08
CUST_002012,Barbara Brown,Small Business,1,2019-08-08
CUST_002013,Lisa Davis,Consumer,1,2022-09-24
CUST_002014,Charles Hernandez,Corporate,0,2020-07-28
CUST_002015,Nancy Hernandez,Corporate,1,2022-01-20
CUST_002016,Patricia Davis,Consumer,0,2022-10-23
CUST_002017,Joseph Brown,Consumer,1,2021-04-10
CUST_002018,Christopher Rodriguez,Consumer,1,2021-11-07
CUST_002019,Sarah Brown,Small Business,1,2023-09-14
CUST_002020,David Gonzalez,Small Business,0,2021-07-26
CUST_002021,David Brown,Consumer,0,2021-06-02
CUST_002022,Lisa Davis,Consumer,1,2019-08-14
CUST_002023,William Anderson,VIP Loyalty,1,2020-12-23
CUST_002024,Charles Gonzalez,Small Business,1,2020-02-14
CUST_002025,Richard Garcia,Consumer,1,2019-05-14
CUST_002026,Robert Rodriguez,Consumer,0,2021-07-24
CUST_002027,Joseph Davis,Consumer,0,2020-02-15
CUST_002028,Susan Davis,Corporate,1,2021-10-17
CUST_002029,Nancy Lopez,Consumer,0,2019-03-01
CUST_002030,Charles Miller,Corporate,1,2019-11-24
CUST_002031,Linda Martinez,Small Business,0,2020-10-19
CUST_002032,Karen Smith,Consumer,1,2021-10-02
CUST_002033,Richard Garcia,Consumer,1,2019-04-19
CUST_002034,Nancy Rodriguez,Consumer,1,2019-08-21
CUST_002035,William Wilson,Consumer,0,2019-10-17
CUST_002036,Richard Rodriguez,Corporate,1,2023-08-09
CUST_002037,Barbara Garcia,Corporate,0,2021-06-04
CUST_002038,David Jones,Consumer,0,2021-12-27
CUST_002039,Christopher Wilson,Consumer,0,2020-04-16
CUST_002040,Jennifer Lopez,Consumer,1,2020-09-23
CUST_002041,Robert Lopez,Consumer,0,2022-01-20
CUST_002042,William Smith,Consumer,0,2023-07-09
CUST_002043,Nancy Williams,Consumer,0,2022-03-23
CUST_002044,Michael Brown,Consumer,1,2020-01-28
CUST_002045,Sarah Brown,Consumer,1,2023-09-09
CUST_002046,Karen Rodriguez,Consumer,0,2020-10-14
CUST_002047,Jennifer Johnson,Consumer,0,2021-08-28
CUST_002048,Susan Lopez,Consumer,0,2019-12-07
CUST_002049,Linda Rodriguez,Consumer,0,2023-10-12
CUST_002050,Thomas Jones,Small Business,0,2022-03-05
CUST_002051,John Martinez,Consumer,0,2021-06-28
CUST_002052,Karen Brown,Consumer,0,2023-10-18
CUST_002053,William Wilson,Consumer,1,2020-11-14
CUST_002054,Nancy Anderson,Consumer,0,2021-11-09
CUST_002055,Robert Jones,Consumer,0,2022-04-20
CUST_002056,Sarah Rodriguez,Consumer,1,2020-08-24
CUST_002057,Jessica Brown,VIP Loyalty,1,2020-01-22
CUST_002058,Nancy Garcia,Consumer,0,2023-05-02
CUST_002059,Karen Lopez,Corporate,0,2019-04-15
CUST_002060,David Smith,Consumer,0,2019-10-28
CUST_002061,Nancy Johnson,Corporate,0,2019-02-27
CUST_002062,Robert Hernandez,VIP Loyalty,1,2021-10-15
CUST_002063,Michael Lopez,Consumer,0,2022-10-24
CUST_002064,Susan Martinez,Corporate,0,2020-11-09
CUST_002065,Michael Martinez,Consumer,0,2019-11-24
CUST_002066,Thomas Brown,Consumer,0,2022-03-20
CUST_002067,Barbara Miller,VIP Loyalty,1,2019-09-27
CUST_002068,Richard Miller,Consumer,0,2020-08-17
CUST_002069,Richard Johnson,Consumer,0,2022-10-02
CUST_002070,Mary Hernandez,Consumer,0,2023-08-12
CUST_002071,Daniel Lopez,Consumer,1,2022-02-03
CUST_002072,James Smith,VIP Loyalty,1,2023-03-07
CUST_002073,Susan Johnson,Corporate,1,2020-07-27
CUST_002074,William Garcia,Consumer,0,2019-04-04
CUST_002075,Joseph Anderson,Consumer,0,2019-10-20
CUST_002076,Elizabeth Martinez,Corporate,0,2022-11-08
CUST_002077,James Anderson,VIP Loyalty,1,2019-05-02
CUST_002078,Daniel Hernandez,Corporate,0,2023-08-11
CUST_002079,Karen Williams,Consumer,0,2021-04-01
CUST_002080,Elizabeth Davis,Consumer,0,2022-12-07
CUST_002081,Jessica Rodriguez,Consumer,1,2020-10-10
CUST_002082,Karen Gonzalez,Consumer,0,2020-05-14
CUST_002083,Charles Jones,Consumer,1,2023-05-09
CUST_002084,Linda Gonzalez,Consumer,1,2019-01-05
CUST_002085,Jennifer Martinez,Consumer,0,2023-05-12
CUST_002086,John Wilson,Consumer,0,2023-04-13
CUST_002087,Barbara Martinez,Consumer,1,2023-03-09
CUST_002088,David Hernandez,Corporate,1,2019-04-27
CUST_002089,Christopher Martinez,Consumer,0,2023-05-08
CUST_002090,David Smith,Consumer,1,2022-05-17
CUST_002091,Nancy Martinez,Consumer,0,2021-10-15
CUST_002092,Michael Miller,Consumer,1,2022-06-03
CUST_002093,Mary Brown,Corporate,0,2021-03-22
CUST_002094,Robert Garcia,VIP Loyalty,1,2021-05-08
CUST_002095,Karen Martinez,Consumer,1,2022-04-26
CUST_002096,William Martinez,Consumer,1,2021-09-06
CUST_002097,Christopher Williams,Consumer,1,2021-05-21
CUST_002098,Sarah Wilson,Corporate,1,2023-04-08
CUST_002099,Mary Davis,Consumer,0,2021-05-22
CUST_002100,Karen Miller,Corporate,0,2020-09-14
CUST_002101,Robert Hernandez,Corporate,1,2021-05-17
CUST_002102,Nancy Brown,Small Business,0,2020-08-17
CUST_002103,Barbara Rodriguez,Corporate,0,2019-02-19
CUST_002104,Sarah Gonzalez,Corporate,0,2020-10-18
CUST_002105,Jessica Anderson,Consumer,1,2020-05-21
CUST_002106,John Williams,Small Business,0,2022-03-18
CUST_002107,John Brown,Consumer,1,2021-12-19
CUST_002108,Charles Davis,Consumer,0,2020-02-19
CUST_002109,Nancy Davis,Corporate,1,2019-10-18
CUST_002110,Charles Miller,Consumer,0,2019-10-23
CUST_002111,Karen Brown,Consumer,1,2019-12-23
CUST_002112,Linda Jones,Small Business,1,2021-12-08
CUST_002113,Sarah Williams,Consumer,1,2022-02-12
CUST_002114,Susan Anderson,Corporate,0,2020-12-16
CUST_002115,Richard Brown,Consumer,0,2020-01-06
CUST_002116,John Williams,Consumer,1,2021-08-08
CUST_002117,Michael Johnson,Small Business,1,2020-04-13
CUST_002118,Elizabeth Jones,Corporate,1,2020-11-17
CUST_002119,Mary Williams,Small Business,0,2020-11-11
CUST_002120,Karen Lopez,Consumer,0,2019-11-05
CUST_002121,Elizabeth Martinez,Consumer,0,2020-03-05
CUST_002122,Karen Johnson,Consumer,0,2020-02-06
CUST_002123,Daniel Lopez,Consumer,0,2021-03-17
CUST_002124,Lisa Brown,Corporate,0,2021-04-04
CUST_002125,Susan Martinez,Consumer,0,2023-12-26
CUST_002126,Linda Davis,Consumer,1,2019-09-05
CUST_002127,Jennifer Jones,Consumer,0,2022-09-09
CUST_002128,Michael Davis,VIP Loyalty,1,2023-03-07
CUST_002129,Jennifer Hernandez,Consumer,1,2020-03-11
CUST_002130,Joseph Martinez,Corporate,0,2021-02-25
CUST_002131,David Brown,Consumer,0,2019-07-10
CUST_002132,Christopher Miller,Consumer,1,2020-07-18
CUST_002133,Daniel Anderson,Corporate,1,2021-05-21
CUST_002134,Mary Brown,Consumer,0,2021-12-01
CUST_002135,Michael Williams,Consumer,0,2023-12-14
CUST_002136,Nancy Wilson,Consumer,0,2021-06-27
CUST_002137,Elizabeth Brown,Consumer,1,2019-02-07
CUST_002138,William Rodriguez,Consumer,0,2019-02-13
CUST_002139,James Jones,Small Business,0,2020-04-01
CUST_002140,Daniel Davis,Consumer,0,2019-12-06
CUST_002141,Nancy Anderson,Consumer,1,2019-05-21
CUST_002142,Daniel Garcia,Consumer,0,2023-04-12
CUST_002143,Charles Johnson,Consumer,1,2022-02-04
CUST_002144,Charles Rodriguez,Corporate,1,2022-03-13
CUST_002145,Joseph Wilson,Consumer,0,2022-05-08
CUST_002146,John Johnson,Consumer,0,2019-07-09
CUST_002147,Barbara Gonzalez,Consumer,1,2021-08-20
CUST_002148,Susan Davis,Consumer,1,2022-04-24
CUST_002149,Jennifer Miller,Consumer,0,2023-03-11
CUST_002150,John Lopez,Consumer,0,2021-10-01
CUST_002151,Patricia Williams,Consumer,0,2023-08-12
CUST_002152,Jessica Gonzalez,Consumer,0,2022-03-21
CUST_002153,Charles Jones,Small Business,0,2019-01-12
CUST_002154,Susan Garcia,Consumer,0,2021-03-10
CUST_002155,Jennifer Garcia,Consumer,0,2020-10-24
CUST_002156,Elizabeth Miller,Corporate,0,2019-05-23
CUST_002157,Thomas Johnson,Consumer,1,2019-05-16
CUST_002158,Karen Hernandez,Consumer,0,2023-11-15
CUST_002159,Sarah Gonzalez,VIP Loyalty,1,2022-07-15
CUST_002160,Susan Lopez,Consumer,0,2019-05-19
CUST_002161,Jessica Anderson,Consumer,0,2022-10-14
CUST_002162,Elizabeth Martinez,Consumer,0,2023-09-15
CUST_002163,Susan Williams,Consumer,0,2020-08-24
CUST_002164,Linda Williams,Consumer,0,2019-10-26
CUST_002165,Barbara Anderson,Consumer,0,2019-12-06
CUST_002166,Joseph Brown,Corporate,0,2020-04-28
CUST_002167,Richard Jones,Corporate,0,2023-06-27
CUST_002168,Lisa Rodriguez,Consumer,0,2023-12-20
CUST_002169,Sarah Johnson,Consumer,0,2023-11-17
CUST_002170,Thomas Jones,Consumer,0,2021-01-18
CUST_002171,Daniel Garcia,Corporate,1,2020-08-19
CUST_002172,Jennifer Gonzalez,Corporate,0,2021-01-01
CUST_002173,Michael Gonzalez,Corporate,1,2023-11-22
CUST_002174,Sarah Williams,Consumer,0,2019-12-19
CUST_002175,Richard Gonzalez,Consumer,0,2021-06-06
CUST_002176,Thomas Hernandez,Corporate,0,2023-01-25
CUST_002177,Linda Jones,Consumer,0,2021-12-27
CUST_002178,Daniel Wilson,Corporate,0,2021-05-22
CUST_002179,Jessica Wilson,Consumer,0,2022-07-16
CUST_002180,Daniel Miller,Small Business,0,2021-12-03
CUST_002181,Michael Wilson,Consumer,1,2022-06-08
CUST_002182,Michael Brown,Consumer,0,2021-06-21
CUST_002183,Christopher Johnson,Consumer,0,2023-09-09
CUST_002184,Thomas Miller,Corporate,1,2022-04-02
CUST_002185,Linda Johnson,Corporate,1,2019-10-17
CUST_002186,Linda Lopez,Corporate,1,2023-08-10
CUST_002187,Linda Rodriguez,Corporate,0,2023-11-17
CUST_002188,Linda Johnson,Small Business,1,2023-09-09
CUST_002189,Mary Johnson,Corporate,1,2019-06-03
CUST_002190,James Wilson,Corporate,0,2019-01-28
CUST_002191,Sarah Martinez,Consumer,1,2021-11-16
CUST_002192,Elizabeth Davis,Consumer,0,2021-04-19
CUST_002193,James Hernandez,VIP Loyalty,1,2019-05-22
CUST_002194,Robert Smith,Consumer,0,2021-11-08
CUST_002195,Daniel Anderson,Corporate,0,2020-07-10
CUST_002196,Sarah Brown,Corporate,0,2021-06-01
CUST_002197,Susan Smith,Consumer,0,2020-06-10
CUST_002198,Elizabeth Jones,Consumer,0,2019-03-12
CUST_002199,Karen Johnson,Consumer,0,2019-10-18
CUST_002200,Nancy Williams,Corporate,1,2023-04-25
CUST_002201,Patricia Wilson,VIP Loyalty,1,2020-03-21
CUST_002202,Barbara Martinez,Corporate,0,2022-07-15
CUST_002203,John Miller,Consumer,0,2019-07-24
CUST_002204,Linda Johnson,Small Business,1,2023-10-05
CUST_002205,Michael Wilson,Small Business,0,2020-10-04
CUST_002206,Jennifer Davis,Small Business,0,2023-08-27
CUST_002207,Michael Rodriguez,Consumer,0,2023-03-15
CUST_002208,Christopher Martinez,Consumer,0,2020-07-08
CUST_002209,James Gonzalez,Corporate,1,2023-12-28
CUST_002210,Karen Rodriguez,VIP Loyalty,1,2020-01-25
CUST_002211,James Garcia,Small Business,0,2022-06-05
CUST_002212,Nancy Williams,Consumer,0,2019-08-24
CUST_002213,John Gonzalez,Consumer,0,2023-02-10
CUST_002214,Daniel Miller,Consumer,0,2022-04-28
CUST_002215,Susan Lopez,Small Business,0,2022-07-28
CUST_002216,William Lopez,Corporate,1,2023-07-10
CUST_002217,Jessica Garcia,Small Business,1,2021-12-09
CUST_002218,Joseph Lopez,Corporate,1,2023-01-07
CUST_002219,Jennifer Gonzalez,Small Business,0,2022-05-11
CUST_002220,Lisa Anderson,Small Business,0,2021-10-13
CUST_002221,Karen Gonzalez,Corporate,0,2019-02-21
CUST_002222,Jessica Hernandez,Consumer,0,2023-03-01
CUST_002223,Sarah Wilson,Consumer,0,2019-11-20
CUST_002224,Joseph Brown,Small Business,0,2020-06-01
CUST_002225,William Hernandez,Consumer,1,2020-02-06
CUST_002226,Daniel Williams,Consumer,1,2021-07-07
CUST_002227,Patricia Gonzalez,Corporate,0,2022-07-13
CUST_002228,Jessica Anderson,Consumer,0,2020-08-11
CUST_002229,Lisa Davis,Consumer,0,2022-10-20
CUST_002230,Jennifer Davis,Corporate,0,2021-06-10
CUST_002231,Patricia Lopez,Consumer,0,2020-09-04
CUST_002232,Michael Martinez,Consumer,0,2022-02-25
CUST_002233,Jessica Jones,VIP Loyalty,1,2020-01-07
CUST_002234,Lisa Miller,Corporate,0,2019-05-18
CUST_002235,Christopher Brown,Consumer,0,2019-09-19
CUST_002236,Nancy Garcia,Small Business,1,2021-01-12
CUST_002237,Daniel Anderson,Small Business,0,2019-08-19
CUST_002238,Michael Lopez,Corporate,1,2019-02-20
CUST_002239,Nancy Wilson,Consumer,0,2020-07-07
CUST_002240,Robert Williams,Consumer,1,2023-04-27
CUST_002241,Lisa Davis,Consumer,0,2019-05-20
CUST_002242,Patricia Hernandez,Consumer,1,2023-08-09
CUST_002243,David Hernandez,Small Business,0,2021-09-05
CUST_002244,Charles Garcia,Consumer,1,2021-06-28
CUST_002245,Elizabeth Jones,Corporate,0,2020-07-08
CUST_002246,James Anderson,Consumer,0,2020-07-14
CUST_002247,Richard Martinez,Corporate,0,2022-12-16
CUST_002248,Jessica Johnson,Consumer,1,2021-06-01
CUST_002249,Barbara Rodriguez,Corporate,0,2019-01-08
CUST_002250,Nancy Davis,Consumer,0,2020-07-07
CUST_002251,Elizabeth Brown,Corporate,1,2019-10-19
CUST_002252,Susan Gonzalez,Consumer,1,2022-05-18
CUST_002253,Thomas Martinez,Consumer,0,2022-12-21
CUST_002254,William Wilson,Corporate,0,2021-04-20
CUST_002255,Thomas Williams,Consumer,1,2023-09-27
CUST_002256,James Rodriguez,Small Business,1,2021-01-03
CUST_002257,Mary Davis,Consumer,1,2020-09-20
CUST_002258,Christopher Gonzalez,Small Business,1,2022-09-09
CUST_002259,Michael Wilson,Corporate,1,2023-12-24
CUST_002260,Karen Rodriguez,Consumer,1,2021-04-23
CUST_002261,David Hernandez,Consumer,1,2019-07-22
CUST_002262,Elizabeth Anderson,Corporate,1,2023-12-04
CUST_002263,Sarah Davis,Consumer,0,2022-03-17
CUST_002264,Susan Johnson,Consumer,1,2019-09-23
CUST_002265,Mary Johnson,Consumer,0,2022-10-26
CUST_002266,John Brown,Consumer,0,2023-05-27
CUST_002267,Elizabeth Smith,Consumer,0,2022-05-21
CUST_002268,Christopher Johnson,Consumer,0,2020-04-25
CUST_002269,Lisa Gonzalez,Consumer,1,2021-01-01
CUST_002270,Jennifer Williams,VIP Loyalty,1,2019-05-22
CUST_002271,Joseph Johnson,Consumer,0,2019-04-12
CUST_002272,Richard Brown,Corporate,0,2019-01-16
CUST_002273,Sarah Garcia,Small Business,0,2019-04-13
CUST_002274,Daniel Garcia,Small Business,0,2019-03-17
CUST_002275,Sarah Lopez,Small Business,0,2021-05-16
CUST_002276,Joseph Martinez,Consumer,1,2020-05-20
CUST_002277,Jessica Jones,Small Business,0,2023-09-17
CUST_002278,Karen Lopez,Corporate,1,2022-01-20
CUST_002279,Jessica Wilson,Corporate,0,2019-04-14
CUST_002280,Charles Miller,Consumer,0,2021-10-02
